brand,category_focus,region,primary_retailers,marketplaces,priority_score,notes,retailers_with_public_api,retailers_need_alt_access,distribution_status,distribution_evidence_source,deprioritized_reason
Dessy,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ieena for Mac Duggal,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Jay Godfrey,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Kay Unger,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
La Femme,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Likely,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Nicole Miller,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Renata,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Yumi Kim,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Baden,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bamboo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bearpaw,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bernardo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Betsey Johnson,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bogs,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Born,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Camper,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Comfortiva,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Crevo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cynthia Vincent,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dingo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Django & Juliette,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dr. Scholl's,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dune London,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Earth,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ecco,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Fergie,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Fergalicious,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gentle Souls,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gioseppo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Gola,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Good American Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Guess Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Hunter,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ipanema,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Johnston & Murphy,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Kaanas,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Keds,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
La Canadienne,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Lifestride,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Madden Girl,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Melissa,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
MIA,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Minnetonka,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Pikolinos,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Puma (deprioritize),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Reef,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Reebok (deprioritize),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Rieker,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ryka,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Saucony (deprioritize),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Taos,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Topo Designs (deprioritize),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wolky,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Asics (casual),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Alex Evenings,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Aidan Mattox,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Alex Marie,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ali & Jay,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
ALEXANDER by Daymor,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Alto Milano,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Anne Fontaine,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Antonio Melani,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Antonio Melani Studio,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Antonio Melani Black Label,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Armani Exchange,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Ash,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Aspiga,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
B. Darlin,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
BASLER,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Belle Badgley Mischka,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bobi Los Angeles,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
BOSS Orange,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
BOSS Black,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Bristols 6,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
By Anthropologie,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cabi,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Calvin Klein Collection,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cecilia Prado,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cecil,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cecico,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
CeCe,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cezanne,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Clu,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Commando,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dannie and Jo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
DL1961 Premium Denim,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donna Karan Collection,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dress The Population,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
DVF,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Eileen Fisher Renew,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Eloquii,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
En Saison,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Fifteen Twenty,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
French Connection Denim,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
